transaction_id,profile_id,date_of_booking,date_of_service_requested,source,slot of booking (hour of the day)
GCPSL,15529,10/6/2018,10/11/2018,C,7
LYVRF,15530,5/11/2018,5/12/2018,C,14
DWKQY,15531,9/26/2018,9/29/2018,C,13
NGHUJ,15532,1/24/2018,1/27/2018,A,14
MXBPI,15533,7/16/2018,7/20/2018,C,14
USJNV,15534,4/3/2018,4/8/2018,A,14
XXQJS,15535,12/1/2017,12/5/2017,D,13
WQEGE,15535,1/5/2018,1/5/2018,A,6
DDVAM,15535,2/15/2018,2/15/2018,C,7
GYVDD,15535,3/8/2018,3/13/2018,D,12
BEVDI,15535,6/9/2018,6/9/2018,B,19
PYVZP,15535,7/1/2018,7/3/2018,B,8
BKYVM,15535,7/21/2018,7/21/2018,C,14
WVPCK,15535,10/26/2018,10/26/2018,B,15
MQADL,15536,6/25/2018,6/29/2018,A,14
ORFVA,15536,7/10/2018,7/15/2018,A,14
ZHJTS,15536,9/8/2018,9/10/2018,B,13
EQGOJ,15536,9/27/2018,9/30/2018,C,15
UXLJN,15536,9/30/2018,9/30/2018,D,19
MBDJI,15536,11/13/2018,11/18/2018,B,14
AGUIS,15536,11/28/2018,11/28/2018,C,18
MUQMI,15537,7/4/2018,7/8/2018,B,14
KBDKR,15538,2/24/2018,3/1/2018,B,14
XUMGO,15539,5/15/2018,5/16/2018,A,13
FPZUU,15539,5/29/2018,5/30/2018,B,13
MFKAO,15539,10/2/2018,10/2/2018,B,14
NOFAT,15540,12/31/2017,1/5/2018,D,14
JBVDG,15540,4/24/2018,4/29/2018,D,14
SZNYE,15541,11/25/2018,11/30/2018,A,10
SHDTO,15542,5/10/2018,5/12/2018,D,14
BISQK,15542,5/21/2018,5/23/2018,C,8
UZMDF,15542,8/17/2018,8/19/2018,D,12
JGYRB,15543,12/31/2017,1/3/2018,A,14
YWFWD,15543,3/30/2018,4/2/2018,D,13
DWATL,15543,9/21/2018,9/23/2018,C,17
IOKVH,15544,2/20/2018,2/25/2018,C,14
WWPSQ,15545,6/12/2018,6/14/2018,B,8
PMATA,15546,4/29/2018,5/1/2018,A,14
HDMTD,15546,7/3/2018,7/4/2018,B,10
DEJYQ,15547,12/5/2017,12/10/2017,C,6
KNVMU,15548,4/2/2018,4/6/2018,D,14
TPUIN,15549,3/31/2018,4/1/2018,A,11
JBJBI,15550,9/23/2018,9/27/2018,C,14
ZABXP,15551,6/20/2018,6/20/2018,D,13
UTHHB,15551,8/12/2018,8/14/2018,B,7
GITTY,15551,10/14/2018,10/16/2018,B,6
MZKLT,15552,5/24/2018,5/24/2018,D,14
MCZNY,15552,11/22/2018,11/23/2018,D,14
WVBCZ,15553,11/22/2018,11/27/2018,B,7
KFTGZ,15554,9/2/2018,9/2/2018,C,14
ATNUA,15555,3/5/2018,3/7/2018,C,8
TZPEW,15556,6/4/2018,6/5/2018,B,19
UHGVF,15557,6/23/2018,6/25/2018,B,8
UIOTC,15558,2/27/2018,2/28/2018,D,10
AFRBQ,15559,10/15/2018,10/17/2018,C,14
KVXQT,15560,2/24/2018,2/26/2018,B,14
TNQPA,15561,4/12/2018,4/16/2018,B,14
NWVAX,15561,7/27/2018,7/30/2018,B,14
ZGLGS,15562,1/15/2018,1/18/2018,A,13
PRAYA,15562,1/19/2018,1/21/2018,A,9
WMBXH,15562,1/25/2018,1/26/2018,C,9
OFIUR,15562,1/31/2018,2/3/2018,A,14
FAUUT,15562,2/22/2018,2/26/2018,B,10
CGKMK,15562,4/22/2018,4/24/2018,B,13
GYMOQ,15562,5/9/2018,5/13/2018,B,9
SUXHX,15562,8/27/2018,8/30/2018,C,14
SMZKO,15562,9/22/2018,9/22/2018,B,8
GJGZZ,15562,9/26/2018,9/29/2018,D,18
WXXCR,15563,6/13/2018,6/13/2018,D,14
YTLVC,15564,12/14/2017,12/15/2017,A,13
EJKXM,15565,6/7/2018,6/12/2018,B,12
CDDMP,15566,1/7/2018,1/8/2018,C,13
PZDPG,15566,3/10/2018,3/14/2018,D,14
WTZHE,15566,3/23/2018,3/25/2018,D,8
FVRVX,15566,4/2/2018,4/3/2018,C,9
HPGGG,15566,5/5/2018,5/7/2018,C,15
FCAKR,15566,5/5/2018,5/10/2018,C,14
NERJY,15566,7/29/2018,7/31/2018,C,14
FCSWH,15566,8/18/2018,8/20/2018,C,18
JDCZS,15566,8/25/2018,8/27/2018,A,14
BSCQV,15566,8/30/2018,9/4/2018,C,15
KMXXN,15566,9/15/2018,9/16/2018,D,14
RTSDV,15566,9/28/2018,9/30/2018,A,17
XYCVV,15567,7/20/2018,7/21/2018,B,13
TJMBF,15567,9/4/2018,9/7/2018,D,12
ZPKQX,15568,8/27/2018,8/31/2018,C,13
XDJJJ,15569,9/25/2018,9/25/2018,C,14
SXUSZ,15570,12/22/2017,12/24/2017,D,17
DRYCH,15571,8/19/2018,8/21/2018,D,14
MLZIQ,15572,10/24/2018,10/27/2018,B,14
QQCRC,15572,11/17/2018,11/17/2018,A,9
JZWFJ,15573,7/17/2018,7/21/2018,C,14
QXKND,15574,7/8/2018,7/8/2018,A,17
EHVWC,15575,9/6/2018,9/10/2018,C,19
TDWVU,15576,7/7/2018,7/8/2018,A,17
LMUCE,15576,7/16/2018,7/19/2018,D,14
FOGOQ,15576,7/21/2018,7/21/2018,C,13
XPDGO,15577,8/28/2018,8/30/2018,D,10
PRZGZ,15578,4/11/2018,4/13/2018,D,18
XIRRF,15578,5/22/2018,5/26/2018,C,14
NKETT,15579,8/4/2018,8/4/2018,B,14
WMLCB,15580,5/19/2018,5/22/2018,C,11
OPRZP,15581,10/20/2018,10/24/2018,C,14
QUVUN,15582,4/10/2018,4/10/2018,C,14
EVQRS,15583,11/29/2018,12/3/2018,C,13
QRZCI,15584,12/14/2017,12/15/2017,B,8
MNYMI,15584,12/20/2017,12/21/2017,B,14
AFODZ,15584,1/3/2018,1/4/2018,C,9
LKZRG,15584,2/14/2018,2/18/2018,C,14
SETOT,15584,2/23/2018,2/28/2018,C,10
ZTTMH,15584,2/28/2018,3/4/2018,D,13
VPKMD,15584,3/6/2018,3/11/2018,D,13
KHLGF,15584,3/23/2018,3/26/2018,D,14
IDGNJ,15584,3/31/2018,4/2/2018,D,12
CTKKF,15584,4/2/2018,4/7/2018,C,16
SBLXV,15584,5/14/2018,5/19/2018,A,14
BJFFY,15584,5/18/2018,5/22/2018,D,14
RCJRD,15584,5/31/2018,6/4/2018,B,19
JNWVJ,15584,6/1/2018,6/4/2018,B,14
VBTPF,15584,6/5/2018,6/10/2018,B,13
DMCAO,15584,6/15/2018,6/17/2018,D,13
YBCAQ,15584,7/7/2018,7/11/2018,B,13
PKKRF,15584,8/8/2018,8/10/2018,A,14
RMNZD,15584,8/9/2018,8/9/2018,C,11
EGGIF,15584,8/12/2018,8/13/2018,C,13
QABNP,15584,9/19/2018,9/24/2018,D,12
YBFJW,15584,9/30/2018,9/30/2018,B,13
IYEOK,15584,10/1/2018,10/3/2018,C,14
MIUDI,15584,10/24/2018,10/29/2018,C,14
ZOXPH,15584,11/12/2018,11/13/2018,A,13
NYZQE,15584,11/15/2018,11/18/2018,C,14
JBVJX,15584,11/29/2018,12/3/2018,C,14
DXEQY,15585,2/9/2018,2/13/2018,C,7
YMKWS,15585,4/20/2018,4/20/2018,C,13
PQCSV,15586,8/23/2018,8/28/2018,B,12
NJTTM,15587,7/6/2018,7/7/2018,D,14
YDRYE,15587,10/27/2018,11/1/2018,A,13
WNAZZ,15588,12/19/2017,12/23/2017,C,6
KYHDJ,15589,8/14/2018,8/17/2018,B,14
XPTZK,15590,1/23/2018,1/23/2018,B,13
DUIRB,15590,3/22/2018,3/22/2018,C,17
MGUFW,15590,5/31/2018,6/5/2018,D,14
YOOZM,15590,10/7/2018,10/7/2018,B,13
MWMMO,15590,11/29/2018,11/29/2018,D,14
USQVJ,15591,3/16/2018,3/21/2018,D,13
JZRYS,15592,10/12/2018,10/14/2018,B,14
XDNYM,15593,7/31/2018,8/2/2018,B,9
TLYFW,15594,3/19/2018,3/23/2018,D,10
WKXMC,15595,12/5/2017,12/10/2017,C,16
CCZCR,15596,3/24/2018,3/26/2018,C,8
IRWKG,15597,3/19/2018,3/24/2018,D,14
BGEEA,15598,10/6/2018,10/7/2018,C,19
SIWGA,15599,6/27/2018,6/30/2018,B,19
IUQGK,15600,1/10/2018,1/12/2018,C,14
WKVVW,15601,2/9/2018,2/10/2018,D,8
ZTCNP,15601,3/22/2018,3/24/2018,C,13
TXNSL,15602,5/12/2018,5/12/2018,C,16
FWUMO,15603,1/1/2018,1/6/2018,C,19
AMJMA,15604,8/16/2018,8/18/2018,B,17
PMVEI,15605,11/14/2018,11/19/2018,D,14
RYICA,15606,3/20/2018,3/23/2018,A,14
CNKBG,15607,3/23/2018,3/23/2018,D,8
SEAQP,15607,9/29/2018,10/1/2018,A,14
XFSJN,15608,7/11/2018,7/14/2018,B,8
RAMXX,15609,1/20/2018,1/22/2018,C,11
FUXAK,15610,6/26/2018,7/1/2018,D,17
WTAVJ,15610,10/17/2018,10/22/2018,A,14
BRJNO,15611,8/2/2018,8/6/2018,C,19
EJMKM,15612,12/1/2017,12/1/2017,D,19
USHJR,15613,4/21/2018,4/22/2018,B,8
OPEMU,15614,10/5/2018,10/10/2018,C,14
FZRFR,15615,3/19/2018,3/21/2018,C,13
IIITB,15616,1/10/2018,1/12/2018,C,14
EUGOE,15616,4/4/2018,4/5/2018,C,12
MERGJ,15616,7/9/2018,7/9/2018,B,14
TMCYQ,15617,4/22/2018,4/25/2018,C,9
MGBLS,15618,1/28/2018,1/29/2018,A,14
BFPIQ,15618,2/20/2018,2/21/2018,D,6
BUOEC,15618,5/16/2018,5/19/2018,D,16
WSGZF,15618,6/21/2018,6/24/2018,C,13
BTTZC,15618,7/9/2018,7/14/2018,C,18
VPGGZ,15618,11/13/2018,11/18/2018,C,18
WELDZ,15619,2/20/2018,2/20/2018,B,8
LFJLF,15619,3/4/2018,3/5/2018,A,14
MKOHQ,15620,3/21/2018,3/24/2018,A,14
JRCBO,15621,5/25/2018,5/30/2018,C,14
FBFAH,15622,5/5/2018,5/8/2018,B,8
ERRTW,15623,9/4/2018,9/5/2018,B,14
PHYQP,15624,1/30/2018,2/1/2018,B,14
WXZQL,15624,5/26/2018,5/27/2018,A,14
GJHOE,15625,2/6/2018,2/10/2018,A,11
ZBHRC,15626,5/2/2018,5/5/2018,B,13
YZIDC,15627,4/12/2018,4/14/2018,D,13
ZMPSB,15628,12/1/2017,12/1/2017,B,13
FHRJE,15628,9/20/2018,9/24/2018,D,16
GFAKE,15629,10/9/2018,10/11/2018,D,14
WTDLS,15630,12/3/2017,12/8/2017,B,9
JBDMK,15631,12/6/2017,12/6/2017,D,14
NRIOB,15631,3/22/2018,3/25/2018,A,14
ETJXQ,15631,5/11/2018,5/14/2018,C,8
AKBHJ,15631,7/11/2018,7/11/2018,C,10
AZJLI,15631,7/18/2018,7/23/2018,B,14
HFTSN,15631,8/8/2018,8/10/2018,D,8
LIIPF,15631,10/30/2018,11/2/2018,C,14
VHIYN,15632,9/27/2018,9/27/2018,D,6
RTZXF,15633,6/16/2018,6/17/2018,C,9
MNKMH,15634,7/3/2018,7/4/2018,C,14
QFDMS,15635,3/7/2018,3/8/2018,C,18
YHXRC,15636,1/6/2018,1/7/2018,B,13
NXUBB,15636,3/31/2018,4/1/2018,D,14
FTXJY,15637,1/22/2018,1/24/2018,B,8
DHNOI,15638,3/6/2018,3/7/2018,C,12
LIRMA,15639,4/11/2018,4/11/2018,B,14
NBHLR,15639,11/18/2018,11/21/2018,C,14
HGUTM,15640,5/18/2018,5/20/2018,D,17
QCFAF,15641,4/25/2018,4/27/2018,B,15
YFKHD,15641,6/21/2018,6/24/2018,C,13
SRRJF,15642,1/5/2018,1/6/2018,D,18
YKTTD,15642,9/6/2018,9/9/2018,B,13
CHKCF,15643,4/21/2018,4/26/2018,B,7
RELWP,15643,7/1/2018,7/5/2018,B,13
GKHOC,15644,8/19/2018,8/19/2018,A,16
VZHIQ,15645,2/18/2018,2/18/2018,C,7
SLIAD,15646,12/12/2017,12/15/2017,D,17
YZABK,15647,3/14/2018,3/18/2018,C,13
RBVTA,15647,11/6/2018,11/11/2018,D,19
KBHWO,15648,4/16/2018,4/17/2018,D,14
LEHRK,15649,6/3/2018,6/7/2018,D,14
EGFUM,15649,11/26/2018,11/30/2018,B,8
GQOIU,15650,3/9/2018,3/12/2018,D,18
USCWR,15650,3/17/2018,3/22/2018,A,9
IBNSN,15650,4/2/2018,4/3/2018,D,15
UXSJC,15650,4/14/2018,4/18/2018,B,12
KNFNK,15650,7/3/2018,7/5/2018,D,14
ILJDZ,15650,9/10/2018,9/15/2018,D,14
VYDSU,15650,11/18/2018,11/23/2018,D,14
EQINY,15651,1/27/2018,1/29/2018,C,10
JNACU,15652,6/15/2018,6/20/2018,C,14
UFWGN,15653,4/11/2018,4/11/2018,C,11
CAPUQ,15653,4/12/2018,4/16/2018,D,18
XCSMT,15653,8/30/2018,8/31/2018,C,7
EQGLM,15654,6/21/2018,6/21/2018,D,11
VBTDV,15655,6/20/2018,6/23/2018,A,17
MGWXF,15656,5/9/2018,5/11/2018,A,14
VSPVN,15657,12/27/2017,12/30/2017,C,7
AGLRO,15658,1/20/2018,1/22/2018,C,9
GEHCY,15659,1/16/2018,1/18/2018,C,17
IITBT,15660,6/5/2018,6/8/2018,D,14
ANJDD,15661,12/12/2017,12/17/2017,C,12
BZTFQ,15662,10/8/2018,10/10/2018,C,19
LSNUO,15663,4/20/2018,4/23/2018,C,14
LTEID,15664,3/8/2018,3/13/2018,C,14
ROIWA,15665,7/9/2018,7/10/2018,B,14
MRQYN,15666,1/27/2018,1/27/2018,C,14
JGDEH,15667,11/6/2018,11/6/2018,B,14
EDSXV,15668,4/19/2018,4/20/2018,C,7
GNFZU,15669,2/25/2018,2/26/2018,B,13
KYLGL,15670,4/8/2018,4/13/2018,A,14
PZUHC,15671,6/25/2018,6/30/2018,D,7
DEPLH,15672,8/31/2018,9/2/2018,D,7
FSGME,15673,8/11/2018,8/15/2018,D,16
UNQNA,15673,11/23/2018,11/26/2018,B,9
LZYJQ,15674,11/21/2018,11/23/2018,C,14
FICZL,15675,11/7/2018,11/8/2018,C,13
ZPDXL,15676,8/7/2018,8/7/2018,D,13
RJOOT,15677,2/11/2018,2/13/2018,B,17
KVLBX,15678,10/5/2018,10/7/2018,D,14
LBZBT,15679,3/28/2018,3/31/2018,C,14
EMUBS,15679,4/6/2018,4/8/2018,C,6
ZDBHM,15679,8/28/2018,9/1/2018,A,13
UOUVK,15679,10/23/2018,10/27/2018,A,15
WJMET,15679,11/20/2018,11/22/2018,C,6
YVFTI,15680,10/12/2018,10/15/2018,C,13
MYVHT,15681,2/25/2018,2/26/2018,C,14
XKXFQ,15681,7/18/2018,7/23/2018,D,6
DXQDG,15681,8/8/2018,8/12/2018,D,19
IRFKB,15681,10/9/2018,10/14/2018,D,14
YXDLH,15681,10/22/2018,10/22/2018,C,13
KWKCK,15681,11/3/2018,11/4/2018,C,14
DRCCV,15681,11/26/2018,12/1/2018,D,10
BAABI,15682,12/1/2017,12/5/2017,C,7
CLBPF,15682,12/28/2017,12/30/2017,B,6
TORFC,15682,12/31/2017,12/31/2017,A,19
SMGWC,15682,3/25/2018,3/27/2018,B,10
MHWDR,15682,8/11/2018,8/13/2018,B,14
ZWBVY,15682,11/8/2018,11/12/2018,B,13
SIYNT,15682,11/11/2018,11/13/2018,D,14
ROIIT,15683,5/26/2018,5/30/2018,D,13
DAFHH,15684,3/10/2018,3/13/2018,C,10
PTRTG,15685,2/28/2018,3/3/2018,B,16
VGXHJ,15686,8/24/2018,8/28/2018,B,19
WBKNM,15687,2/19/2018,2/21/2018,B,14
LRREW,15688,3/13/2018,3/15/2018,C,14
ZNNIT,15688,7/6/2018,7/8/2018,A,13
ZYIYH,15688,11/4/2018,11/5/2018,C,13
CLPWE,15688,11/24/2018,11/27/2018,C,14
NKCLT,15689,10/31/2018,10/31/2018,D,14
HUJSV,15690,7/30/2018,8/4/2018,B,18
KVHXT,15691,3/14/2018,3/19/2018,D,14
TRNWL,15692,8/24/2018,8/29/2018,D,19
XSMLQ,15693,8/26/2018,8/26/2018,D,13
JSNLX,15693,9/16/2018,9/16/2018,C,14
WMIOX,15694,6/8/2018,6/10/2018,D,19
UGMXG,15695,6/4/2018,6/4/2018,D,9
CYLYN,15695,8/10/2018,8/10/2018,C,9
PUKSO,15696,12/8/2017,12/13/2017,A,9
HQKXR,15697,4/4/2018,4/8/2018,C,19
VIDCH,15698,10/27/2018,10/27/2018,A,11
AVJHK,15699,8/23/2018,8/23/2018,C,16
ZLFBT,15700,3/14/2018,3/15/2018,B,13
RYIWM,15700,7/6/2018,7/6/2018,D,9
JLRFD,15701,2/7/2018,2/8/2018,B,14
MBIDX,15701,5/17/2018,5/17/2018,A,14
DPNDH,15701,11/24/2018,11/26/2018,C,7
DVYEL,15702,5/11/2018,5/14/2018,B,18
UIDML,15702,9/27/2018,10/2/2018,D,11
HWYIL,15702,10/25/2018,10/29/2018,B,16
RAZJH,15703,4/8/2018,4/11/2018,A,15
XKDJS,15703,6/29/2018,6/29/2018,B,19
PDDKX,15704,11/24/2018,11/29/2018,B,14
PBPRT,15705,10/24/2018,10/28/2018,B,14
IDKOW,15706,12/18/2017,12/18/2017,C,7
XAUJD,15707,12/30/2017,1/3/2018,D,16
MOZPM,15708,4/11/2018,4/13/2018,A,14
TCOLA,15709,8/21/2018,8/22/2018,B,14
AUENG,15710,11/20/2018,11/20/2018,B,16
TTPFO,15711,4/26/2018,4/27/2018,C,11
BPVSC,15712,1/31/2018,1/31/2018,C,6
REGEB,15712,3/24/2018,3/25/2018,C,14
KPZZR,15712,5/8/2018,5/10/2018,A,14
YESSB,15713,12/13/2017,12/17/2017,B,13
ICDNY,15714,10/27/2018,10/29/2018,C,12
NVXIW,15715,4/6/2018,4/10/2018,C,14
MVYZI,15716,12/1/2017,12/4/2017,B,14
GNXDC,15717,8/5/2018,8/10/2018,B,16
FMNJX,15718,1/7/2018,1/11/2018,C,19
IPLJI,15719,7/30/2018,8/4/2018,C,14
GWDTC,15720,1/7/2018,1/11/2018,B,16
VBMYV,15720,7/22/2018,7/24/2018,D,15
CVMIN,15721,9/25/2018,9/26/2018,D,19
IGFPU,15722,1/29/2018,1/30/2018,D,14
OXBYN,15723,8/25/2018,8/28/2018,C,14
SRVVS,15723,10/10/2018,10/11/2018,A,7
ORMKA,15724,11/9/2018,11/12/2018,D,14
UDAHX,15725,12/19/2017,12/23/2017,D,18
LQMMH,15725,12/30/2017,12/30/2017,A,14
SJEGD,15725,10/5/2018,10/5/2018,B,12
EQKWT,15726,1/23/2018,1/24/2018,D,15
VDNOA,15726,10/10/2018,10/15/2018,C,15
PUOXM,15727,5/19/2018,5/22/2018,D,18
VQVXT,15727,6/11/2018,6/13/2018,D,9
XUWEC,15727,7/31/2018,8/5/2018,B,13
KLXFI,15728,12/11/2017,12/16/2017,C,14
XAIFH,15729,2/23/2018,2/23/2018,B,6
LBYSA,15729,2/28/2018,3/1/2018,D,14
HEYIM,15729,8/11/2018,8/14/2018,B,19
VKSDN,15729,10/6/2018,10/11/2018,B,19
KMNLV,15730,7/15/2018,7/19/2018,C,14
QZYOE,15731,1/31/2018,2/2/2018,B,7
JHORS,15732,10/17/2018,10/17/2018,C,14
CAUXB,15733,8/27/2018,9/1/2018,B,14
FULRL,15734,5/21/2018,5/24/2018,D,14
GGXRU,15735,7/13/2018,7/18/2018,A,15
QCMHZ,15736,4/3/2018,4/7/2018,A,16
NTVVT,15737,4/15/2018,4/17/2018,D,14
BCTHS,15738,12/17/2017,12/21/2017,C,17
NIUYQ,15739,1/31/2018,2/2/2018,C,14
CCMMP,15740,1/11/2018,1/13/2018,B,18
PREPM,15740,7/12/2018,7/14/2018,B,7
GEDIW,15741,9/30/2018,10/1/2018,C,19
UFAMX,15742,12/10/2017,12/11/2017,A,17
VCEFR,15742,1/22/2018,1/27/2018,B,9
YXHYW,15742,1/26/2018,1/30/2018,A,13
OMQHP,15742,2/19/2018,2/20/2018,D,14
GUNJN,15742,3/11/2018,3/11/2018,D,13
GIZPH,15742,4/14/2018,4/18/2018,B,14
WKABA,15742,5/24/2018,5/29/2018,D,14
WIUDT,15742,6/13/2018,6/18/2018,B,16
SLRNW,15742,9/24/2018,9/24/2018,C,14
NRLCH,15742,9/27/2018,9/30/2018,D,14
RVODZ,15743,11/8/2018,11/12/2018,D,14
GYIDT,15744,8/6/2018,8/9/2018,A,11
CLJPK,15745,6/21/2018,6/24/2018,C,13
BMAUK,15746,10/30/2018,11/2/2018,C,15
CEQYM,15747,4/29/2018,5/2/2018,D,18
MYMJL,15748,7/4/2018,7/9/2018,A,14
WUMTR,15749,9/25/2018,9/25/2018,A,19
JCKKU,15750,12/28/2017,1/1/2018,C,14
ADNEJ,15751,8/9/2018,8/9/2018,D,6
DEJBU,15752,5/30/2018,5/30/2018,D,16
DRKSM,15753,9/1/2018,9/1/2018,C,17
WIVJA,15754,9/5/2018,9/10/2018,B,15
IRHYD,15755,5/1/2018,5/6/2018,C,14
LAHRB,15756,1/12/2018,1/17/2018,D,14
DPMWC,15757,11/1/2018,11/4/2018,B,14
EOHFZ,15758,1/31/2018,2/5/2018,B,14
TVXNP,15758,11/29/2018,11/29/2018,D,16
BOYKQ,15759,5/23/2018,5/25/2018,D,12
EIVQL,15760,7/17/2018,7/22/2018,B,6
KGNNR,15761,6/19/2018,6/24/2018,C,14
XJXBK,15762,8/31/2018,9/2/2018,A,18
SZNAV,15763,12/4/2017,12/5/2017,C,6
XXJDW,15763,1/27/2018,1/27/2018,C,13
LEZXV,15763,6/5/2018,6/6/2018,D,14
RYEVW,15763,6/20/2018,6/21/2018,B,10
EFJFS,15763,7/18/2018,7/22/2018,D,16
KADRN,15764,3/26/2018,3/28/2018,C,14
XWSNN,15764,6/29/2018,7/3/2018,A,13
RWPYA,15765,4/22/2018,4/24/2018,B,16
OMZHK,15766,7/30/2018,7/31/2018,C,14
ZNAGF,15766,10/31/2018,11/5/2018,B,13
GCSTN,15767,1/7/2018,1/11/2018,D,8
CDRGH,15768,12/30/2017,1/1/2018,C,15
UVSTZ,15769,8/5/2018,8/7/2018,B,10
ILYOT,15769,9/17/2018,9/19/2018,D,14
NAVKC,15770,11/22/2018,11/23/2018,D,14
IQVXQ,15771,6/27/2018,6/27/2018,D,14
QTGBX,15772,5/24/2018,5/27/2018,A,9
UGDLM,15773,9/19/2018,9/21/2018,C,11
GZTAA,15774,11/2/2018,11/6/2018,B,14
YBEPU,15775,1/27/2018,1/28/2018,B,13
GNZNF,15776,7/18/2018,7/23/2018,B,14
HDVGC,15777,7/4/2018,7/5/2018,B,7
QQGCJ,15778,12/7/2017,12/12/2017,D,15
ZNVNA,15779,10/22/2018,10/24/2018,A,13
OCSWY,15780,3/11/2018,3/15/2018,A,14
SIDYN,15781,4/22/2018,4/27/2018,B,9
KDKON,15782,12/13/2017,12/17/2017,D,14
GRAAA,15783,4/22/2018,4/26/2018,A,14
EQBOA,15784,10/31/2018,11/5/2018,C,14
UCYWP,15785,8/6/2018,8/7/2018,C,13
RHSFC,15786,3/11/2018,3/13/2018,D,19
OVFTB,15786,7/23/2018,7/24/2018,B,14
BIQKY,15787,2/1/2018,2/2/2018,C,13
CVCHI,15787,2/4/2018,2/8/2018,C,18
QXQCC,15788,6/21/2018,6/26/2018,D,11
ANCEH,15789,1/2/2018,1/7/2018,A,10
WVLER,15789,1/31/2018,2/2/2018,B,8
VIVEP,15790,7/19/2018,7/23/2018,C,8
NIETB,15791,12/6/2017,12/6/2017,B,14
PUXOI,15792,2/15/2018,2/20/2018,B,13
VOYMW,15793,12/19/2017,12/21/2017,A,13
GAXDD,15793,6/22/2018,6/25/2018,C,13
WUVBZ,15794,1/15/2018,1/15/2018,C,14
MYNIX,15794,1/31/2018,1/31/2018,B,14
CMFYF,15794,5/10/2018,5/15/2018,D,6
SFVWL,15794,8/18/2018,8/21/2018,D,8
IVXDA,15794,8/21/2018,8/25/2018,C,14
RLOWR,15794,9/18/2018,9/21/2018,B,14
YAGPA,15794,10/10/2018,10/10/2018,C,13
SWZIG,15795,4/19/2018,4/20/2018,A,14
IDUGE,15796,1/2/2018,1/6/2018,C,16
MLXNE,15797,10/24/2018,10/28/2018,B,14
EWCAK,15798,12/14/2017,12/19/2017,B,12
LPIWD,15799,5/1/2018,5/6/2018,A,14
KIMSB,15799,11/3/2018,11/4/2018,C,14
WBSBC,15799,11/25/2018,11/30/2018,B,16
NFETM,15800,6/19/2018,6/23/2018,A,14
VHYSX,15801,9/21/2018,9/22/2018,D,7
LLPEK,15802,8/10/2018,8/15/2018,C,14
YMXQE,15803,8/6/2018,8/8/2018,A,13
VDFZQ,15804,12/7/2017,12/12/2017,D,19
OUICM,15804,6/4/2018,6/4/2018,D,14
UGOAF,15805,4/23/2018,4/25/2018,D,14
JFVRW,15806,1/18/2018,1/22/2018,C,14
LZQJN,15807,10/6/2018,10/9/2018,A,14
SUVUS,15808,1/3/2018,1/4/2018,A,13
BPEPJ,15808,10/28/2018,10/29/2018,C,8
FYKOI,15809,11/22/2018,11/22/2018,C,9
HZYFK,15810,4/16/2018,4/21/2018,D,8
ZOIAT,15811,1/11/2018,1/12/2018,D,13
EOCCL,15812,12/9/2017,12/12/2017,C,11
IEZZZ,15813,10/13/2018,10/17/2018,B,16
PIHUN,15814,4/25/2018,4/30/2018,A,14
FMFMW,15814,11/13/2018,11/15/2018,D,9
KIQCF,15815,3/31/2018,4/5/2018,D,14
DPDPL,15816,7/26/2018,7/29/2018,C,14
KVZTU,15817,8/23/2018,8/24/2018,C,14
YYVQQ,15818,9/23/2018,9/25/2018,B,13
NJKAE,15819,2/19/2018,2/22/2018,A,14
IKHLW,15820,2/19/2018,2/23/2018,D,14
MJKJM,15821,12/5/2017,12/9/2017,C,14
FQFDM,15822,5/21/2018,5/21/2018,D,13
HQGMY,15823,9/1/2018,9/4/2018,C,15
YZQTA,15824,4/28/2018,4/28/2018,B,13
FSUCQ,15825,2/8/2018,2/13/2018,C,6
DORNP,15825,2/17/2018,2/19/2018,B,16
YEFAR,15825,4/24/2018,4/26/2018,B,13
UYMIH,15826,11/17/2018,11/22/2018,B,11
AFUXP,15827,7/5/2018,7/7/2018,C,11
ZNAGZ,15828,3/1/2018,3/5/2018,C,13
KWDHH,15829,7/30/2018,8/3/2018,C,14
ULITC,15830,11/14/2018,11/17/2018,C,16
MCDZZ,15831,1/28/2018,2/2/2018,D,14
EFNPS,15832,6/13/2018,6/17/2018,D,16
WTVAD,15833,11/19/2018,11/22/2018,B,11
USJFN,15834,1/27/2018,1/27/2018,A,14
HDARG,15835,11/21/2018,11/23/2018,C,15
IKFTI,15836,2/6/2018,2/9/2018,D,14
ZEHAT,15836,2/8/2018,2/10/2018,A,13
VDSKL,15837,9/7/2018,9/11/2018,A,8
HDWIF,15838,3/22/2018,3/25/2018,D,9
UQJMO,15839,1/5/2018,1/8/2018,B,18
QBZJC,15839,5/12/2018,5/13/2018,C,18
JVHHH,15839,6/1/2018,6/2/2018,C,14
ZFAUN,15839,6/7/2018,6/7/2018,C,13
WVUOL,15839,7/25/2018,7/30/2018,A,16
ETQFU,15839,11/10/2018,11/14/2018,C,14
OKMKA,15840,2/25/2018,2/26/2018,A,14
EFGYY,15841,10/3/2018,10/3/2018,D,10
KJSTX,15842,10/25/2018,10/29/2018,D,14
KQQOB,15843,12/24/2017,12/26/2017,D,14
KJDQD,15843,3/8/2018,3/8/2018,D,14
XGSKZ,15843,8/29/2018,8/29/2018,C,13
PQFCC,15843,9/13/2018,9/17/2018,A,9
